"netustm","gender","age","married","urban","native","edulevel","paidwork","happy","household","cntry"
150,"male",65,"married","rural","native","Erhvervsuddannelse",1,9,2,"GB"
180,"female",85,"not married","rural","native","Gymnasium",0,8,1,"GB"
30,"male",75,"not married","rural","native","Grundskole",0,9,2,"GB"
600,"male",24,"not married","rural","native","Erhvervsuddannelse",0,4,2,"GB"
120,"female",51,"not married","urban","native","Kort/Mellemlang videregående",1,8,2,"GB"
120,"female",32,"not married","urban","native","Kort/Mellemlang videregående",1,9,1,"GB"
30,"female",74,"married","rural","native","Gymnasium",0,8,2,"GB"
420,"male",39,"not married","urban","non-native","Kort/Mellemlang videregående",0,4,1,"GB"
60,"female",44,"not married","rural","native","Grundskole",1,10,3,"GB"
300,"female",54,"married","rural","native","Grundskole",1,4,2,"GB"
180,"male",70,"married","rural","native","Kort/Mellemlang videregående",1,8,1,"GB"
240,"male",75,"not married","urban","native","Lang videregående",0,8,1,"GB"
180,"male",18,"not married","rural","native","Gymnasium",1,8,4,"GB"
60,"female",75,"not married","rural","native","Gymnasium",0,7,1,"GB"
60,"male",68,"married","rural","native","Erhvervsuddannelse",0,8,1,"GB"
360,"male",31,"married","rural","non-native","Erhvervsuddannelse",1,9,1,"GB"
720,"male",31,"married","urban","native","Erhvervsuddannelse",1,5,2,"GB"
120,"female",45,"not married","rural","native","Erhvervsuddannelse",1,4,2,"GB"
360,"female",58,"not married","rural","native","Kort/Mellemlang videregående",0,9,2,"GB"
480,"female",25,"not married","rural","native","Erhvervsuddannelse",1,4,2,"GB"
NA,"female",72,"not married","rural","native","Grundskole",0,8,1,"GB"
90,"female",62,"not married","rural","native","Erhvervsuddannelse",1,10,2,"GB"
NA,"male",54,"married","rural","native","Erhvervsuddannelse",1,10,3,"GB"
420,"female",59,"married","rural","native","Kort/Mellemlang videregående",1,7,2,"GB"
NA,"female",68,"not married","rural","native","Grundskole",0,7,1,"GB"
300,"female",50,"married","urban","native","Erhvervsuddannelse",1,9,3,"GB"
NA,"female",57,"married","rural","native","Grundskole",1,8,2,"GB"
NA,"female",51,"not married","urban","native","Erhvervsuddannelse",0,4,1,"GB"
NA,"male",82,"married","urban","native","Grundskole",0,10,1,"GB"
600,"male",51,"married","urban","native","Kort/Mellemlang videregående",1,7,4,"GB"
360,"male",53,"married","rural","native","Lang videregående",1,8,5,"GB"
480,"male",55,"not married","urban","native","Lang videregående",1,8,3,"GB"
150,"male",52,"married","rural","native","Erhvervsuddannelse",1,8,4,"GB"
240,"male",31,"not married","rural","native","Kort/Mellemlang videregående",1,8,2,"GB"
180,"female",62,"married","urban","native","Kort/Mellemlang videregående",1,8,4,"GB"
360,"male",21,"not married","rural","non-native","Erhvervsuddannelse",0,9,2,"GB"
600,"female",23,"not married","rural","non-native","Kort/Mellemlang videregående",0,8,1,"GB"
NA,"female",66,"married","urban","native","Erhvervsuddannelse",1,8,3,"GB"
60,"female",73,"not married","urban","native","Erhvervsuddannelse",0,8,1,"GB"
330,"male",42,"not married","urban","non-native","Lang videregående",1,7,1,"GB"
30,"female",54,"not married","rural","native","Kort/Mellemlang videregående",1,8,2,"GB"
NA,"male",76,"not married","rural","native","Grundskole",1,3,1,"GB"
NA,"female",82,"not married","urban","native","Lang videregående",0,8,1,"GB"
60,"female",71,"not married","rural","native","Grundskole",0,8,1,"GB"
300,"male",35,"not married","urban","native","Erhvervsuddannelse",1,5,3,"GB"
360,"female",61,"married","rural","native","Lang videregående",1,10,2,"GB"
240,"female",56,"married","urban","native","Erhvervsuddannelse",1,9,2,"GB"
180,"female",46,"married","urban","non-native","Lang videregående",1,7,4,"GB"
NA,"female",66,"married","urban","native","Erhvervsuddannelse",1,9,2,"GB"
360,"male",53,"not married","rural","native","Lang videregående",1,7,2,"GB"
60,"female",67,"married","rural","native","Kort/Mellemlang videregående",0,8,2,"GB"
NA,"female",82,"married","urban","native","Grundskole",0,5,2,"GB"
245,"male",49,"married","urban","native","Erhvervsuddannelse",1,4,4,"GB"
180,"female",64,"not married","rural","native","Kort/Mellemlang videregående",0,6,1,"GB"
300,"female",56,"not married","urban","native","Kort/Mellemlang videregående",1,9,1,"GB"
300,"female",27,"not married","rural","native","Kort/Mellemlang videregående",1,5,2,"GB"
120,"female",31,"not married","rural","native","Kort/Mellemlang videregående",0,9,3,"GB"
180,"male",67,"not married","rural","native","Lang videregående",0,10,1,"GB"
60,"female",57,"married","rural","native","Erhvervsuddannelse",1,8,2,"GB"
NA,"female",81,"not married","rural","native","Grundskole",0,10,1,"GB"
300,"male",29,"not married","urban","native","Kort/Mellemlang videregående",1,7,3,"GB"
30,"male",51,"not married","rural","native","Gymnasium",0,3,3,"GB"
540,"male",22,"not married","rural","native","Gymnasium",1,7,3,"GB"
900,"female",50,"not married","rural","native","Kort/Mellemlang videregående",1,3,3,"GB"
180,"female",56,"not married","rural","native","Gymnasium",0,9,2,"GB"
240,"male",66,"married","rural","native","Grundskole",0,3,4,"GB"
120,"male",37,"married","urban","native","Erhvervsuddannelse",1,7,4,"GB"
300,"female",45,"married","rural","native","Lang videregående",1,7,5,"GB"
600,"male",29,"married","urban","native","Erhvervsuddannelse",1,7,2,"GB"
120,"male",33,"married","rural","native","Lang videregående",1,8,4,"GB"
60,"female",68,"not married","rural","native","Kort/Mellemlang videregående",0,9,1,"GB"
60,"male",72,"not married","rural","native","Kort/Mellemlang videregående",0,0,1,"GB"
480,"female",20,"not married","rural","native","Gymnasium",0,6,4,"GB"
300,"female",74,"not married","rural","native","Erhvervsuddannelse",0,8,1,"GB"
180,"female",66,"not married","rural","native","Grundskole",0,5,1,"GB"
180,"female",59,"not married","rural","native","Gymnasium",0,9,2,"GB"
180,"male",999,"not married","rural","native","Gymnasium",1,7,1,"GB"
365,"female",35,"married","rural","native","Lang videregående",1,9,1,"GB"
120,"female",37,"married","rural","non-native","Kort/Mellemlang videregående",1,9,5,"GB"
240,"female",80,"not married","urban","native","Gymnasium",0,6,1,"GB"
NA,"female",68,"not married","rural","native","Grundskole",0,2,1,"GB"
900,"female",40,"not married","rural","non-native","Kort/Mellemlang videregående",1,8,1,"GB"
240,"female",40,"married","urban","native","Lang videregående",1,9,3,"GB"
720,"female",29,"not married","urban","native","Kort/Mellemlang videregående",1,8,1,"GB"
360,"female",28,"not married","urban","native","Erhvervsuddannelse",1,4,1,"GB"
60,"female",50,"married","rural","native","Erhvervsuddannelse",1,8,2,"GB"
420,"female",36,"married","rural","non-native","Grundskole",0,9,4,"GB"
180,"female",55,"not married","rural","native","Grundskole",1,6,1,"GB"
720,"male",32,"not married","rural","native","Kort/Mellemlang videregående",1,4,1,"GB"
480,"female",22,"not married","rural","native","Kort/Mellemlang videregående",1,8,2,"GB"
600,"female",50,"married","rural","native","Lang videregående",1,7,4,"GB"
NA,"female",77,"married","rural","native","Gymnasium",0,9,2,"GB"
300,"male",59,"married","rural","native","Kort/Mellemlang videregående",0,8,2,"GB"
NA,"female",74,"married","rural","native","Kort/Mellemlang videregående",0,8,2,"GB"
15,"female",74,"not married","rural","non-native","Lang videregående",0,10,1,"GB"
60,"female",46,"not married","urban","non-native","Erhvervsuddannelse",1,7,1,"GB"
480,"male",63,"married","rural","non-native","Kort/Mellemlang videregående",1,6,3,"GB"
180,"female",74,"married","rural","native","Gymnasium",1,10,2,"GB"
120,"female",59,"married","rural","native","Erhvervsuddannelse",0,10,2,"GB"
60,"male",71,"married","rural","native","Lang videregående",1,9,4,"GB"
125,"female",36,"not married","rural","non-native","Kort/Mellemlang videregående",1,7,1,"GB"
60,"female",80,"not married","rural","native","Kort/Mellemlang videregående",1,8,1,"GB"
180,"female",61,"not married","rural","native","Lang videregående",1,10,2,"GB"
360,"female",32,"not married","urban","native","Lang videregående",0,7,5,"GB"
60,"female",70,"not married","rural","native","Grundskole",0,9,1,"GB"
480,"male",62,"married","rural","native","Lang videregående",1,8,2,"GB"
240,"female",58,"not married","rural","native","Lang videregående",1,5,1,"GB"
30,"female",49,"not married","rural","native","Grundskole",0,5,1,"GB"
600,"male",35,"not married","rural","non-native","Kort/Mellemlang videregående",1,8,3,"GB"
120,"female",47,"not married","urban","native","Kort/Mellemlang videregående",0,9,5,"GB"
420,"male",17,"not married","urban","native","Gymnasium",0,8,4,"GB"
NA,"female",82,"not married","rural","native","Gymnasium",0,0,1,"GB"
NA,"male",87,"not married","urban","native","Erhvervsuddannelse",0,6,1,"GB"
180,"female",50,"not married","rural","native","Erhvervsuddannelse",1,7,1,"GB"
60,"female",63,"married","rural","native","Lang videregående",1,7,1,"GB"
540,"male",38,"married","rural","non-native","Kort/Mellemlang videregående",1,8,3,"GB"
180,"female",73,"married","rural","native","Kort/Mellemlang videregående",0,9,2,"GB"
120,"male",38,"married","rural","native","Erhvervsuddannelse",1,10,4,"GB"
120,"male",75,"not married","urban","native","Erhvervsuddannelse",0,9,1,"GB"
330,"male",36,"married","rural","non-native","Lang videregående",1,8,3,"GB"
300,"female",32,"not married","rural","native","Gymnasium",0,7,3,"GB"
300,"female",64,"married","rural","native","Lang videregående",0,7,2,"GB"
35,"female",74,"not married","rural","native","Erhvervsuddannelse",0,8,2,"GB"
720,"male",23,"not married","urban","native","Kort/Mellemlang videregående",1,6,1,"GB"
300,"male",37,"married","rural","native","Kort/Mellemlang videregående",1,9,3,"GB"
NA,"female",80,"married","rural","native","Grundskole",0,5,2,"GB"
360,"female",60,"married","rural","native","Kort/Mellemlang videregående",1,9,2,"GB"
120,"male",74,"married","rural","native","Kort/Mellemlang videregående",0,8,2,"GB"
NA,"female",79,"not married","rural","native","Grundskole",0,7,1,"GB"
300,"female",39,"married","urban","native","Kort/Mellemlang videregående",0,9,4,"GB"
300,"female",52,"not married","urban","native","Kort/Mellemlang videregående",1,8,1,"GB"
600,"female",43,"not married","urban","native","Kort/Mellemlang videregående",1,8,2,"GB"
240,"female",22,"not married","urban","native","Kort/Mellemlang videregående",0,6,3,"GB"
660,"female",32,"married","rural","native","Kort/Mellemlang videregående",0,7,2,"GB"
420,"female",41,"married","urban","native","Kort/Mellemlang videregående",1,6,4,"GB"
NA,"male",69,"married","rural","native","Grundskole",0,7,2,"GB"
120,"female",35,"not married","urban","native","Erhvervsuddannelse",0,6,3,"GB"
30,"female",75,"not married","rural","native","Lang videregående",0,8,1,"GB"
360,"female",72,"not married","rural","native","Erhvervsuddannelse",0,8,1,"GB"
NA,"male",87,"married","rural","native","Gymnasium",0,7,2,"GB"
60,"female",68,"not married","rural","native","Lang videregående",0,7,1,"GB"
NA,"female",77,"married","urban","native","Grundskole",0,8,2,"GB"
60,"female",65,"married","rural","native","Kort/Mellemlang videregående",0,10,3,"GB"
300,"male",46,"not married","rural","native","Erhvervsuddannelse",1,7,2,"GB"
NA,"male",70,"married","rural","native","Grundskole",1,8,4,"GB"
960,"female",35,"not married","rural","native","Lang videregående",1,6,3,"GB"
240,"male",17,"not married","rural","non-native","Grundskole",0,9,5,"GB"
NA,"female",64,"married","urban","native","Kort/Mellemlang videregående",0,5,2,"GB"
240,"female",51,"not married","urban","native","Gymnasium",0,3,1,"GB"
60,"male",49,"married","rural","native","Erhvervsuddannelse",1,7,3,"GB"
120,"male",89,"not married","rural","native","Kort/Mellemlang videregående",0,9,1,"GB"
120,"female",27,"not married","rural","native","Erhvervsuddannelse",0,8,4,"GB"
480,"male",64,"not married","urban","native","Erhvervsuddannelse",1,6,1,"GB"
NA,"male",90,"married","urban","native","Grundskole",0,10,2,"GB"
120,"female",72,"not married","rural","native","Lang videregående",1,8,1,"GB"
180,"female",66,"not married","rural","native","Erhvervsuddannelse",1,8,1,"GB"
185,"male",69,"married","rural","native","Erhvervsuddannelse",0,10,2,"GB"
60,"male",52,"married","urban","native","Erhvervsuddannelse",1,7,4,"GB"
300,"female",33,"not married","urban","native","Kort/Mellemlang videregående",0,7,3,"GB"
540,"male",48,"married","urban","native","Lang videregående",1,6,3,"GB"
NA,"male",76,"not married","urban","non-native","Grundskole",0,7,1,"GB"
360,"female",27,"not married","rural","native","Kort/Mellemlang videregående",1,7,1,"GB"
720,"male",48,"married","rural","native","Grundskole",0,0,1,"GB"
120,"female",69,"married","urban","native","Gymnasium",0,6,1,"GB"
480,"male",33,"married","urban","non-native","Kort/Mellemlang videregående",1,8,1,"GB"
180,"female",41,"married","urban","native","Kort/Mellemlang videregående",1,7,1,"GB"
120,"female",66,"married","rural","native","Grundskole",0,0,2,"GB"
30,"female",87,"not married","rural","non-native","Kort/Mellemlang videregående",0,8,2,"GB"
NA,"male",82,"married","urban","non-native","Grundskole",0,7,1,"GB"
180,"female",26,"not married","rural","non-native","Erhvervsuddannelse",1,7,3,"GB"
60,"male",51,"not married","rural","native","Erhvervsuddannelse",1,3,1,"GB"
420,"male",21,"not married","urban","non-native","Erhvervsuddannelse",0,7,2,"GB"
180,"female",45,"not married","urban","native","Erhvervsuddannelse",0,8,1,"GB"
180,"female",68,"not married","urban","native","Kort/Mellemlang videregående",0,10,1,"GB"
720,"male",48,"married","urban","non-native","Lang videregående",1,8,4,"GB"
300,"female",16,"not married","urban","native","Grundskole",0,6,10,"GB"
NA,"male",60,"married","rural","native","Erhvervsuddannelse",1,7,2,"GB"
90,"female",74,"not married","rural","native","Erhvervsuddannelse",0,10,1,"GB"
60,"female",61,"not married","rural","native","Gymnasium",1,7,1,"GB"
NA,"male",84,"not married","rural","native","Grundskole",0,8,1,"GB"
60,"female",81,"married","rural","non-native","Erhvervsuddannelse",0,8,2,"GB"
90,"female",71,"not married","urban","native","Erhvervsuddannelse",0,8,1,"GB"
540,"female",62,"not married","rural","native","Kort/Mellemlang videregående",1,6,2,"GB"
120,"male",44,"married","urban","native","Kort/Mellemlang videregående",1,7,3,"GB"
120,"female",38,"married","rural","non-native","Kort/Mellemlang videregående",1,8,3,"GB"
240,"female",48,"married","rural","native","Gymnasium",1,7,3,"GB"
60,"female",46,"married","urban","non-native","Erhvervsuddannelse",1,7,4,"GB"
600,"female",51,"married","rural","native","Lang videregående",1,9,4,"GB"
NA,"female",74,"not married","rural","native","Grundskole",0,6,1,"GB"
600,"male",19,"not married","rural","native","Erhvervsuddannelse",1,9,4,"GB"
240,"female",49,"married","rural","native","Gymnasium",0,8,1,"GB"
360,"female",67,"married","urban","native","Lang videregående",0,6,2,"GB"
NA,"male",73,"not married","rural","native","Kort/Mellemlang videregående",0,3,2,"GB"
720,"male",48,"married","urban","native","Erhvervsuddannelse",1,10,4,"GB"
NA,"female",89,"not married","urban","native","Kort/Mellemlang videregående",0,6,1,"GB"
120,"male",86,"not married","urban","native","Grundskole",0,5,1,"GB"
240,"female",76,"not married","rural","native","Lang videregående",0,10,1,"GB"
540,"male",22,"not married","rural","native","Erhvervsuddannelse",1,8,4,"GB"
240,"male",75,"married","rural","native","Lang videregående",0,7,2,"GB"
NA,"male",65,"married","urban","native","Kort/Mellemlang videregående",0,7,2,"GB"
120,"female",75,"married","rural","native","Erhvervsuddannelse",0,8,1,"GB"
180,"female",56,"married","rural","native","Erhvervsuddannelse",1,5,2,"GB"
960,"female",28,"not married","rural","native","Kort/Mellemlang videregående",1,8,1,"GB"
NA,"male",85,"not married","rural","native","Grundskole",0,8,1,"GB"
420,"female",50,"not married","rural","native","Erhvervsuddannelse",1,10,1,"GB"
240,"female",70,"not married","rural","native","Grundskole",0,7,1,"GB"
60,"male",65,"married","urban","native","Erhvervsuddannelse",0,10,2,"GB"
240,"female",70,"not married","rural","native","Lang videregående",0,9,1,"GB"
360,"female",42,"married","urban","non-native","Lang videregående",1,8,3,"GB"
300,"male",39,"married","rural","native","Erhvervsuddannelse",1,7,3,"GB"
720,"female",44,"married","urban","native","Kort/Mellemlang videregående",1,10,5,"GB"
NA,"female",66,"married","rural","native","Grundskole",0,10,2,"GB"
120,"male",68,"not married","urban","native","Kort/Mellemlang videregående",0,9,1,"GB"
480,"female",52,"married","urban","non-native","Lang videregående",1,8,5,"GB"
NA,"male",54,"not married","rural","native","Grundskole",0,10,2,"GB"
120,"female",45,"married","rural","native","Lang videregående",0,7,4,"GB"
NA,"male",82,"married","urban","native","Erhvervsuddannelse",0,8,2,"GB"
720,"male",23,"not married","rural","non-native","Lang videregående",0,6,5,"GB"
240,"female",35,"married","rural","native","Erhvervsuddannelse",0,4,6,"GB"
240,"male",41,"married","rural","native","Kort/Mellemlang videregående",1,9,2,"GB"
180,"female",34,"not married","rural","native","Lang videregående",1,8,4,"GB"
720,"male",52,"not married","rural","native","Lang videregående",0,6,1,"GB"
180,"male",35,"not married","rural","native","Kort/Mellemlang videregående",1,8,3,"GB"
NA,"male",74,"not married","urban","native","Grundskole",0,5,1,"GB"
NA,"male",77,"married","urban","native","Erhvervsuddannelse",0,8,2,"GB"
0,"female",64,"not married","rural","native","Gymnasium",0,7,1,"GB"
180,"female",68,"married","rural","native","Lang videregående",1,9,2,"GB"
480,"female",40,"married","urban","native","Erhvervsuddannelse",1,5,2,"GB"
480,"female",36,"married","urban","non-native","Kort/Mellemlang videregående",1,8,3,"GB"
240,"male",55,"married","rural","non-native","Kort/Mellemlang videregående",1,7,1,"GB"
540,"female",30,"married","rural","native","Lang videregående",1,9,2,"GB"
120,"male",78,"married","urban","native","Lang videregående",0,9,2,"GB"
60,"female",63,"married","rural","native","Kort/Mellemlang videregående",0,7,2,"GB"
NA,"female",73,"not married","rural","native","Erhvervsuddannelse",0,9,1,"GB"
960,"male",36,"not married","urban","native","Erhvervsuddannelse",1,5,1,"GB"
NA,"female",78,"married","rural","native","Grundskole",0,9,2,"GB"
NA,"male",84,"not married","urban","native","Erhvervsuddannelse",0,9,1,"GB"
120,"male",38,"married","rural","non-native","Grundskole",1,7,2,"GB"
360,"female",33,"married","urban","native","Kort/Mellemlang videregående",1,7,2,"GB"
180,"male",61,"married","rural","native","Kort/Mellemlang videregående",1,4,1,"GB"
NA,"female",84,"not married","rural","non-native","Erhvervsuddannelse",0,2,1,"GB"
600,"female",29,"not married","rural","native","Kort/Mellemlang videregående",1,8,2,"GB"
45,"male",38,"married","rural","native","Lang videregående",1,10,4,"GB"
NA,"male",59,"not married","urban","native","Grundskole",0,5,1,"GB"
185,"female",62,"married","rural","native","Lang videregående",0,9,2,"GB"
360,"female",53,"married","urban","native","Grundskole",1,10,3,"GB"
60,"male",51,"married","rural","non-native","Grundskole",1,10,3,"GB"
NA,"female",71,"not married","rural","native","Erhvervsuddannelse",0,5,1,"GB"
60,"male",63,"not married","rural","native","Kort/Mellemlang videregående",0,7,1,"GB"
360,"female",26,"not married","urban","native","Kort/Mellemlang videregående",1,4,2,"GB"
600,"male",76,"not married","rural","native","Lang videregående",0,9,1,"GB"
600,"male",45,"not married","urban","non-native","Kort/Mellemlang videregående",1,8,1,"GB"
NA,"female",84,"married","rural","native","Kort/Mellemlang videregående",0,7,2,"GB"
120,"female",72,"not married","urban","native","Lang videregående",0,7,1,"GB"
120,"male",47,"not married","rural","native","Grundskole",1,7,1,"GB"
720,"male",33,"not married","rural","native","Erhvervsuddannelse",1,2,4,"GB"
60,"male",58,"not married","rural","native","Grundskole",1,7,3,"GB"
660,"female",30,"not married","urban","native","Kort/Mellemlang videregående",1,8,2,"GB"
120,"male",45,"not married","rural","native","Erhvervsuddannelse",1,8,1,"GB"
420,"female",36,"married","urban","native","Grundskole",0,6,3,"GB"
240,"female",56,"not married","rural","native","Kort/Mellemlang videregående",1,10,1,"GB"
150,"female",63,"married","rural","native","Kort/Mellemlang videregående",0,8,2,"GB"
300,"female",32,"not married","rural","native","Gymnasium",0,5,4,"GB"
120,"female",58,"not married","urban","native","Grundskole",1,7,1,"GB"
840,"male",999,"not married","rural","native","Kort/Mellemlang videregående",0,7,2,"GB"
600,"male",54,"married","urban","native","Erhvervsuddannelse",1,7,1,"GB"
300,"male",35,"married","urban","non-native","Grundskole",0,7,3,"GB"
120,"female",75,"married","rural","native","Grundskole",0,10,2,"GB"
120,"female",64,"married","rural","native","Erhvervsuddannelse",0,7,2,"GB"
NA,"male",70,"not married","rural","native","Erhvervsuddannelse",0,6,1,"GB"
NA,"female",77,"not married","rural","native","Kort/Mellemlang videregående",0,5,1,"GB"
180,"female",46,"not married","urban","native","Erhvervsuddannelse",1,9,2,"GB"
60,"male",72,"not married","rural","native","Gymnasium",0,7,1,"GB"
480,"male",72,"married","rural","native","Erhvervsuddannelse",1,7,2,"GB"
120,"male",63,"not married","rural","native","Erhvervsuddannelse",0,7,1,"GB"
300,"female",79,"not married","rural","native","Grundskole",0,3,1,"GB"
0,"female",63,"not married","urban","native","Erhvervsuddannelse",0,0,1,"GB"
NA,"female",89,"not married","urban","native","Erhvervsuddannelse",0,2,1,"GB"
960,"male",40,"married","rural","native","Kort/Mellemlang videregående",1,6,2,"GB"
90,"female",64,"married","urban","native","Kort/Mellemlang videregående",0,7,3,"GB"
180,"male",56,"married","rural","native","Lang videregående",1,7,1,"GB"
600,"male",83,"not married","urban","native","Grundskole",0,7,1,"GB"
300,"female",84,"not married","rural","native","Grundskole",1,8,1,"GB"
240,"female",71,"not married","rural","native","Kort/Mellemlang videregående",0,7,1,"GB"
185,"female",55,"not married","urban","native","Gymnasium",1,8,1,"GB"
300,"female",33,"not married","rural","non-native","Lang videregående",1,9,1,"GB"
360,"female",23,"not married","urban","native","Kort/Mellemlang videregående",0,4,2,"GB"
NA,"male",63,"not married","rural","native","Grundskole",0,2,1,"GB"
240,"male",75,"married","rural","native","Kort/Mellemlang videregående",0,10,1,"GB"
480,"male",70,"married","rural","non-native","Lang videregående",1,10,2,"GB"
NA,"female",78,"not married","urban","native","Grundskole",0,7,1,"GB"
360,"female",66,"married","rural","native","Kort/Mellemlang videregående",1,9,2,"GB"
NA,"female",85,"not married","rural","native","Grundskole",0,7,1,"GB"
NA,"female",78,"married","urban","native","Grundskole",0,9,2,"GB"
60,"male",77,"not married","rural","native","Grundskole",0,8,1,"GB"
180,"female",69,"married","urban","native","Kort/Mellemlang videregående",0,9,1,"GB"
60,"male",65,"married","urban","native","Kort/Mellemlang videregående",1,9,2,"GB"
60,"male",54,"married","rural","native","Erhvervsuddannelse",1,8,1,"GB"
60,"female",81,"married","urban","native","Grundskole",0,10,2,"GB"
150,"male",54,"not married","rural","native","Kort/Mellemlang videregående",1,10,1,"GB"
150,"female",80,"not married","rural","native","Gymnasium",0,8,1,"GB"
480,"male",44,"married","urban","native","Erhvervsuddannelse",1,7,2,"GB"
300,"male",20,"not married","rural","native","Erhvervsuddannelse",1,7,1,"GB"
NA,"female",84,"not married","rural","native","Grundskole",0,8,1,"GB"
150,"female",48,"not married","rural","native","Erhvervsuddannelse",0,9,3,"GB"
600,"female",29,"not married","urban","native","Kort/Mellemlang videregående",1,6,3,"GB"
360,"male",81,"not married","urban","native","Kort/Mellemlang videregående",1,9,1,"GB"
NA,"male",76,"not married","rural","native","Erhvervsuddannelse",0,8,1,"GB"
120,"female",77,"not married","rural","native","Kort/Mellemlang videregående",0,8,2,"GB"
240,"male",42,"married","rural","native","Kort/Mellemlang videregående",0,7,3,"GB"
180,"female",67,"not married","urban","native","Erhvervsuddannelse",0,8,1,"GB"
240,"male",60,"married","urban","native","Lang videregående",1,8,8,"GB"
720,"male",23,"not married","urban","non-native","Lang videregående",0,8,1,"GB"
NA,"female",59,"married","urban","native","Erhvervsuddannelse",1,7,2,"GB"
60,"female",75,"not married","rural","native","Grundskole",0,10,1,"GB"
NA,"male",68,"married","urban","native","Kort/Mellemlang videregående",0,7,3,"GB"
120,"female",53,"not married","urban","native","Kort/Mellemlang videregående",1,7,1,"GB"
NA,"female",24,"not married","urban","native","Kort/Mellemlang videregående",1,7,1,"GB"
60,"female",39,"not married","rural","native","Erhvervsuddannelse",1,7,3,"GB"
180,"female",41,"married","urban","non-native","Erhvervsuddannelse",0,8,4,"GB"
NA,"male",68,"not married","rural","native","Grundskole",0,4,1,"GB"
480,"female",43,"not married","urban","native","Lang videregående",1,4,3,"GB"
90,"female",73,"married","rural","native","Kort/Mellemlang videregående",0,10,2,"GB"
420,"female",60,"not married","urban","native","Lang videregående",1,4,2,"GB"
840,"male",32,"not married","urban","native","Lang videregående",1,8,2,"GB"
120,"male",55,"not married","urban","native","Erhvervsuddannelse",1,6,1,"GB"
180,"female",51,"not married","urban","native","Gymnasium",1,7,2,"GB"
300,"female",56,"married","rural","non-native","Lang videregående",1,7,2,"GB"
1080,"female",44,"not married","urban","native","Erhvervsuddannelse",0,0,1,"GB"
NA,"female",63,"married","rural","native","Gymnasium",1,8,1,"GB"
600,"female",26,"not married","rural","native","Kort/Mellemlang videregående",1,8,3,"GB"
120,"male",75,"not married","rural","native","Kort/Mellemlang videregående",0,6,1,"GB"
240,"male",87,"not married","rural","native","Grundskole",0,9,1,"GB"
300,"female",47,"not married","rural","native","Erhvervsuddannelse",0,7,1,"GB"
210,"female",76,"not married","rural","native","Grundskole",0,6,1,"GB"
30,"female",60,"married","rural","native","Kort/Mellemlang videregående",1,9,2,"GB"
60,"female",85,"married","urban","native","Erhvervsuddannelse",0,4,1,"GB"
120,"female",40,"married","urban","non-native","Lang videregående",0,8,4,"GB"
600,"female",38,"married","rural","non-native","Lang videregående",0,4,3,"GB"
120,"female",41,"not married","urban","native","Gymnasium",1,9,4,"GB"
540,"female",45,"married","rural","native","Kort/Mellemlang videregående",1,10,2,"GB"
NA,"female",72,"not married","rural","native","Gymnasium",0,5,2,"GB"
NA,"male",75,"not married","rural","native","Kort/Mellemlang videregående",0,3,2,"GB"
120,"female",81,"married","urban","non-native","Kort/Mellemlang videregående",0,9,2,"GB"
600,"female",45,"married","urban","non-native","Lang videregående",1,9,3,"GB"
150,"female",50,"not married","rural","native","Gymnasium",1,6,3,"GB"
120,"male",73,"married","rural","native","Erhvervsuddannelse",0,6,1,"GB"
180,"male",36,"married","rural","native","Lang videregående",1,8,3,"GB"
240,"female",57,"not married","rural","native","Erhvervsuddannelse",1,5,2,"GB"
240,"male",45,"not married","rural","native","Kort/Mellemlang videregående",0,5,4,"GB"
120,"female",49,"married","urban","native","Kort/Mellemlang videregående",1,9,3,"GB"
720,"male",44,"married","rural","non-native","Erhvervsuddannelse",1,8,4,"GB"
60,"male",82,"not married","rural","native","Kort/Mellemlang videregående",0,8,1,"GB"
180,"male",64,"married","rural","native","Grundskole",1,8,2,"GB"
5,"male",70,"married","rural","native","Erhvervsuddannelse",0,5,1,"GB"
150,"female",45,"married","rural","native","Kort/Mellemlang videregående",1,8,2,"GB"
240,"male",53,"married","rural","native","Kort/Mellemlang videregående",0,8,3,"GB"
NA,"female",61,"not married","urban","native","Grundskole",0,5,1,"GB"
240,"female",42,"not married","urban","non-native","Kort/Mellemlang videregående",0,3,1,"GB"
60,"female",52,"married","rural","native","Gymnasium",1,8,2,"GB"
120,"female",50,"not married","rural","native","Kort/Mellemlang videregående",0,10,2,"GB"
NA,"male",69,"married","rural","native","Grundskole",1,10,2,"GB"
60,"female",22,"not married","rural","non-native","Erhvervsuddannelse",0,7,1,"GB"
600,"male",33,"married","rural","native","Kort/Mellemlang videregående",1,6,3,"GB"
420,"male",47,"married","rural","native","Kort/Mellemlang videregående",1,5,2,"GB"
NA,"male",67,"married","urban","native","Grundskole",0,9,2,"GB"
120,"male",58,"not married","urban","native","Grundskole",1,8,1,"GB"
60,"male",58,"married","rural","native","Erhvervsuddannelse",1,9,3,"GB"
480,"female",42,"married","rural","native","Kort/Mellemlang videregående",1,7,4,"GB"
600,"female",62,"married","urban","native","Kort/Mellemlang videregående",1,8,2,"GB"
180,"male",40,"married","rural","native","Erhvervsuddannelse",1,10,4,"GB"
90,"female",57,"married","rural","native","Kort/Mellemlang videregående",1,8,2,"GB"
240,"female",37,"married","urban","non-native","Kort/Mellemlang videregående",1,9,3,"GB"
60,"female",70,"married","rural","native","Erhvervsuddannelse",0,9,3,"GB"
